algorithm,seed,exp_name,phase,args_id,n_train_domains,sample_size_per_domain,imbalance_type,train_envs,train_env_sizes,test_env,metric,model_selection,value
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.0,acc,best,0.9655
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.0,acc,final,0.9655
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.0,loss,best,0.14715126901865005
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.0,loss,final,0.14715126156806946
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.1,acc,best,0.8821
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.1,acc,final,0.8821
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.1,loss,best,0.30861586332321167
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.1,loss,final,0.30861586332321167
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.2,acc,best,0.7947
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.2,acc,final,0.7947
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.2,loss,best,0.4780140519142151
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.2,loss,final,0.4780140519142151
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.3,acc,best,0.7081
erm,1,e1_domain_count_small,domain_count,c91564d904e399904f7b42e39038b789,2,,,"[0.1, 0.2]",,0.3,acc,final,0.7081
